filename,width,height,class,xmin,ymin,xmax,ymax
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,376,93,401,138
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,386,68,412,114
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,383,3,432,95
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,329,11,374,92
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,266,98,300,160
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,169,184,218,262
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,0,331,69,424
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,21,243,76,316
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,175,70,214,150
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,240,79,266,122
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,225,55,249,98
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,149,40,181,134
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,102,0,145,82
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,176,34,197,64
10_mp4-17_jpg.rf.f29adb6ba74c526e626284888f787502.jpg,640,640,Vehicle,283,49,306,78
6_mp4-3_jpg.rf.effcef40b551938436308ac1eef276bc.jpg,640,640,Vehicle,332,388,431,559
6_mp4-3_jpg.rf.effcef40b551938436308ac1eef276bc.jpg,640,640,Vehicle,276,396,299,441
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,228,545,274,619
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,118,480,156,534
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,250,472,284,537
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,273,413,295,450
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,283,385,304,413
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,237,400,263,437
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,252,377,270,401
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,367,545,408,604
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,441,557,484,609
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,523,574,577,636
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,465,597,517,640
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,501,517,541,579
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,473,492,506,539
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,433,524,474,564
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,423,498,457,539
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,349,489,382,534
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,402,466,434,505
test2_mp4-9_jpg.rf.efc7c8ae5059cc27b41a1f38decc1991.jpg,640,640,Vehicle,456,473,483,511
2_mp4-6_jpg.rf.f71d57005ef038823826288abf44279f.jpg,640,640,Vehicle,416,296,536,418
2_mp4-6_jpg.rf.f71d57005ef038823826288abf44279f.jpg,640,640,Vehicle,164,324,345,510
2_mp4-6_jpg.rf.f71d57005ef038823826288abf44279f.jpg,640,640,Vehicle,0,478,213,640
2_mp4-6_jpg.rf.f71d57005ef038823826288abf44279f.jpg,640,640,Vehicle,557,222,592,271
2_mp4-6_jpg.rf.f71d57005ef038823826288abf44279f.jpg,640,640,Vehicle,585,212,613,256
2_mp4-6_jpg.rf.f71d57005ef038823826288abf44279f.jpg,640,640,Vehicle,517,208,545,243
12_mp4-20_jpg.rf.f49080daab734a25af85d858615f1d1e.jpg,640,640,Vehicle,391,534,433,578
12_mp4-20_jpg.rf.f49080daab734a25af85d858615f1d1e.jpg,640,640,Vehicle,376,152,408,185
14_mp4-26_jpg.rf.fae0f0e4cbc5c3563680182e8dae8483.jpg,640,640,Vehicle,565,138,604,192
14_mp4-26_jpg.rf.fae0f0e4cbc5c3563680182e8dae8483.jpg,640,640,Vehicle,433,74,454,110
14_mp4-26_jpg.rf.fae0f0e4cbc5c3563680182e8dae8483.jpg,640,640,Vehicle,135,121,186,181
14_mp4-26_jpg.rf.fae0f0e4cbc5c3563680182e8dae8483.jpg,640,640,Vehicle,264,38,284,68
8_mp4-7_jpg.rf.fab6475c4142d7bce5b9b4951adc03dc.jpg,640,640,Vehicle,497,382,571,462
8_mp4-7_jpg.rf.fab6475c4142d7bce5b9b4951adc03dc.jpg,640,640,Vehicle,459,298,504,357
8_mp4-7_jpg.rf.fab6475c4142d7bce5b9b4951adc03dc.jpg,640,640,Vehicle,394,339,440,402
8_mp4-7_jpg.rf.fab6475c4142d7bce5b9b4951adc03dc.jpg,640,640,Vehicle,234,327,280,409
8_mp4-7_jpg.rf.fab6475c4142d7bce5b9b4951adc03dc.jpg,640,640,Vehicle,278,286,310,332
8_mp4-7_jpg.rf.fab6475c4142d7bce5b9b4951adc03dc.jpg,640,640,Vehicle,240,294,266,331
8_mp4-7_jpg.rf.fab6475c4142d7bce5b9b4951adc03dc.jpg,640,640,Vehicle,234,238,259,269
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,423,363,499,438
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,427,243,477,289
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,80,566,218,640
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,178,453,279,543
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,178,396,261,462
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,195,352,267,415
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,304,352,381,420
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,320,317,385,365
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,312,285,370,321
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,210,301,281,357
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,91,340,158,404
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,17,294,74,339
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,55,232,97,261
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,121,228,159,258
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,180,234,225,269
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,232,265,283,299
5_mp4-28_jpg.rf.f6db4c3a56b99c14c71e544330e1ce9c.jpg,640,640,Vehicle,310,249,355,283
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,553,430,639,553
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,597,262,640,343
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,427,281,491,394
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,455,230,507,303
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,509,194,560,262
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,473,161,517,220
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,421,182,466,243
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,350,214,401,287
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,329,190,375,243
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,397,152,434,204
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,461,128,500,187
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,408,83,432,125
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,463,48,497,118
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,167,158,205,211
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,90,167,132,217
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,134,134,168,176
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,124,101,155,142
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,172,103,200,145
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,202,123,231,173
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,222,108,251,147
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,160,83,186,121
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,208,62,234,101
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,231,76,256,113
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,258,83,289,125
10_mp4-42_jpg.rf.f9b68b0eda6ceec8b0447dfbe184600d.jpg,640,640,Vehicle,309,41,333,82
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,52,420,139,501
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,129,449,239,563
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,310,453,414,548
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,314,343,408,448
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,408,296,477,365
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,590,423,640,531
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,462,266,513,316
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,382,245,419,285
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,323,297,380,339
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,218,290,288,350
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,150,289,205,339
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,0,283,67,344
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,169,255,221,295
5_mp4-15_jpg.rf.fa9fbe793e626eb4715d80ee7e9cc706.jpg,640,640,Vehicle,108,232,149,263
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,7,487,83,611
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,28,450,60,498
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,56,423,84,470
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,85,396,115,444
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,125,421,153,460
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,233,392,269,445
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,192,337,220,376
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,263,266,294,338
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,298,308,321,350
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,379,556,424,631
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,407,376,436,425
11_mp4-19_jpg.rf.f43787f647e4ab8015eb19adf9168a1a.jpg,640,640,Vehicle,456,380,492,440
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,73,493,161,615
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,35,345,101,442
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,155,305,221,389
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,143,250,195,325
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,52,284,106,363
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,56,226,108,300
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,16,186,56,242
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,49,108,100,197
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,113,155,147,208
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,156,175,195,228
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,191,146,225,200
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,208,116,239,164
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,238,103,263,141
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,188,93,222,131
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,125,102,173,174
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,355,159,399,233
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,584,320,640,432
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,454,116,496,210
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,401,105,431,142
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,349,100,375,146
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,360,127,390,179
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,384,61,409,101
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,422,71,442,105
10_mp4-21_jpg.rf.f4a71342a87fe4b057dfdfd961ea7f56.jpg,640,640,Vehicle,471,3,511,94
1_mp4-3_jpg.rf.f92d5d0c2629b03306c8fa91917f3ebf.jpg,640,640,Vehicle,347,435,515,640
1_mp4-3_jpg.rf.f92d5d0c2629b03306c8fa91917f3ebf.jpg,640,640,Vehicle,329,435,354,485
1_mp4-3_jpg.rf.f92d5d0c2629b03306c8fa91917f3ebf.jpg,640,640,Vehicle,271,428,297,465
1_mp4-3_jpg.rf.f92d5d0c2629b03306c8fa91917f3ebf.jpg,640,640,Vehicle,292,403,320,449
1_mp4-3_jpg.rf.f92d5d0c2629b03306c8fa91917f3ebf.jpg,640,640,Vehicle,231,437,256,472
6_mp4-22_jpg.rf.f7ac0d15e2d881abcfac5db4bcd85b93.jpg,640,640,Vehicle,247,371,298,440
6_mp4-22_jpg.rf.f7ac0d15e2d881abcfac5db4bcd85b93.jpg,640,640,Vehicle,275,421,314,476
6_mp4-22_jpg.rf.f7ac0d15e2d881abcfac5db4bcd85b93.jpg,640,640,Vehicle,311,383,330,414
12_mp4-19_jpg.rf.f8f06d8f32d5f07d8ad929cd877f1149.jpg,640,640,Vehicle,568,309,610,346
12_mp4-19_jpg.rf.f8f06d8f32d5f07d8ad929cd877f1149.jpg,640,640,Vehicle,339,130,368,158
6_mp4-32_jpg.rf.fa26a1febbf9f234f33830d9b28a1888.jpg,640,640,Vehicle,234,364,257,406
1_mp4-10_jpg.rf.efbf093676a1b487d1e89066689cb42b.jpg,640,640,Vehicle,419,544,484,640
1_mp4-10_jpg.rf.efbf093676a1b487d1e89066689cb42b.jpg,640,640,Vehicle,399,443,439,530
1_mp4-10_jpg.rf.efbf093676a1b487d1e89066689cb42b.jpg,640,640,Vehicle,368,453,392,490
1_mp4-10_jpg.rf.efbf093676a1b487d1e89066689cb42b.jpg,640,640,Vehicle,312,433,349,496
1_mp4-10_jpg.rf.efbf093676a1b487d1e89066689cb42b.jpg,640,640,Vehicle,349,425,365,459
7_mp4-14_jpg.rf.f7d5ef7b266e19a8e20bec772d6de106.jpg,640,640,Vehicle,461,223,530,289
7_mp4-14_jpg.rf.f7d5ef7b266e19a8e20bec772d6de106.jpg,640,640,Vehicle,580,243,640,317
7_mp4-14_jpg.rf.f7d5ef7b266e19a8e20bec772d6de106.jpg,640,640,Vehicle,385,108,416,132
7_mp4-14_jpg.rf.f7d5ef7b266e19a8e20bec772d6de106.jpg,640,640,Vehicle,265,99,301,122
14_mp4-1_jpg.rf.f03077b02611b006acf86cadf0ef0672.jpg,640,640,Vehicle,468,51,511,125
14_mp4-1_jpg.rf.f03077b02611b006acf86cadf0ef0672.jpg,640,640,Vehicle,440,38,458,69
14_mp4-1_jpg.rf.f03077b02611b006acf86cadf0ef0672.jpg,640,640,Vehicle,265,38,284,66
14_mp4-1_jpg.rf.f03077b02611b006acf86cadf0ef0672.jpg,640,640,Vehicle,247,74,270,101
14_mp4-1_jpg.rf.f03077b02611b006acf86cadf0ef0672.jpg,640,640,Vehicle,383,10,392,28
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,428,554,505,640
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,353,367,394,439
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,337,288,360,323
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,359,242,381,274
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,0,435,73,564
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,162,363,222,451
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,92,240,224,379
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,237,314,273,361
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,242,271,272,305
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,273,280,300,316
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,151,321,204,375
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,302,251,324,279
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,280,244,302,272
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,411,226,428,249
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,263,234,281,261
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,300,232,314,254
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,278,188,316,245
8_mp4-20_jpg.rf.fb2946039ab2fa5483033e878241e22a.jpg,640,640,Vehicle,382,201,391,216
